event_date,event_ts,event_type,campaign_id,ad_id,user_id,device_os,country,cost,revenue
2026-02-16,2026-02-16 12:48:11,impression,C017,A0198,99678,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 12:57:07,impression,C015,A0213,42424,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 05:43:17,impression,C005,A0045,26151,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 02:36:35,impression,C014,A0302,70548,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 08:13:45,impression,C011,A0371,104257,Android,KR,0.0,0.0
2026-02-16,2026-02-16 13:25:29,impression,C014,A0360,56483,Android,KR,0.0,0.0
2026-02-16,2026-02-16 14:27:43,impression,C007,A0013,29995,Android,US,0.0,0.0
2026-02-16,2026-02-16 10:21:25,impression,C003,A0052,93146,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 02:09:06,click,C020,A0265,143381,Web,KR,1.0498267298538573,0.0
2026-02-16,2026-02-16 03:31:40,impression,C010,A0325,29706,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 07:11:22,impression,C011,A0043,84573,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 17:47:45,impression,C006,A0007,195587,Android,JP,0.0,0.0
2026-02-16,2026-02-16 17:22:54,impression,C005,A0230,51243,Android,KR,0.0,0.0
2026-02-16,2026-02-16 04:20:56,impression,C020,A0044,27828,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 19:35:48,impression,C013,A0172,131369,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 17:45:42,impression,C012,A0102,129401,Android,KR,0.0,0.0
2026-02-16,2026-02-16 16:10:55,impression,C019,A0223,1131,iOS,US,0.0,0.0
2026-02-16,2026-02-16 05:28:00,impression,C019,A0068,117673,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 11:23:25,impression,C005,A0122,8909,Android,US,0.0,0.0
2026-02-16,2026-02-16 06:00:32,click,C020,A0077,118672,Web,KR,1.331940197213511,0.0
2026-02-16,2026-02-16 03:15:16,impression,C009,A0300,143996,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 22:29:11,impression,C004,A0296,142449,Android,KR,0.0,0.0
2026-02-16,2026-02-16 03:53:18,impression,C015,A0205,88441,Web,KR,0.0,0.0
2026-02-16,2026-02-16 10:10:03,impression,C003,A0318,159791,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 03:57:49,click,C007,A0171,81564,iOS,KR,0.516754905281072,0.0
2026-02-16,2026-02-16 19:02:46,impression,C020,A0218,9500,Android,KR,0.0,0.0
2026-02-16,2026-02-16 13:24:39,impression,C020,A0305,168267,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 03:35:30,impression,C014,A0193,184556,Android,KR,0.0,0.0
2026-02-16,2026-02-16 23:40:25,impression,C014,A0333,9054,Android,JP,0.0,0.0
2026-02-16,2026-02-16 05:16:21,impression,C009,A0153,89739,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 21:58:43,impression,C003,A0041,47389,Android,US,0.0,0.0
2026-02-16,2026-02-16 03:59:32,impression,C009,A0023,47858,iOS,US,0.0,0.0
2026-02-16,2026-02-16 23:32:51,impression,C004,A0186,86732,Android,JP,0.0,0.0
2026-02-16,2026-02-16 22:40:37,impression,C017,A0216,64200,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 22:25:53,impression,C006,A0043,119865,Android,KR,0.0,0.0
2026-02-16,2026-02-16 13:45:42,impression,C016,A0361,182709,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 00:57:07,impression,C018,A0113,120828,Android,SG,0.0,0.0
2026-02-16,2026-02-16 10:39:24,impression,C013,A0231,153719,Web,US,0.0,0.0
2026-02-16,2026-02-16 10:32:43,impression,C007,A0110,148771,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 06:39:31,impression,C003,A0138,40740,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 02:07:59,impression,C006,A0105,87373,Android,KR,0.0,0.0
2026-02-16,2026-02-16 15:21:12,impression,C003,A0316,168436,Android,KR,0.0,0.0
2026-02-16,2026-02-16 21:29:48,impression,C012,A0385,172763,Android,KR,0.0,0.0
2026-02-16,2026-02-16 15:54:29,impression,C005,A0140,98024,Android,KR,0.0,0.0
2026-02-16,2026-02-16 20:37:59,impression,C017,A0255,128258,Android,JP,0.0,0.0
2026-02-16,2026-02-16 15:23:06,impression,C010,A0349,76572,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 06:47:09,impression,C007,A0075,86498,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 11:46:43,impression,C004,A0233,115014,Android,KR,0.0,0.0
2026-02-16,2026-02-16 03:24:12,impression,C010,A0212,89151,iOS,US,0.0,0.0
2026-02-16,2026-02-16 23:56:19,impression,C007,A0058,186172,Android,KR,0.0,0.0
2026-02-16,2026-02-16 07:39:27,impression,C011,A0038,61671,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 03:36:07,impression,C008,A0262,77658,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 14:21:20,impression,C008,A0212,85156,Web,JP,0.0,0.0
2026-02-16,2026-02-16 00:47:16,impression,C005,A0138,140648,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 17:33:27,impression,C005,A0282,77010,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 06:13:21,impression,C007,A0058,196030,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 06:55:39,impression,C004,A0273,151530,Android,KR,0.0,0.0
2026-02-16,2026-02-16 01:25:37,impression,C002,A0053,139819,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 01:12:57,impression,C019,A0206,27047,Android,US,0.0,0.0
2026-02-16,2026-02-16 17:07:25,click,C002,A0005,109701,iOS,KR,0.5667641506270987,0.0
2026-02-16,2026-02-16 05:44:46,impression,C016,A0323,146138,iOS,TW,0.0,0.0
2026-02-16,2026-02-16 01:35:28,click,C012,A0107,21170,iOS,KR,0.33523467236822624,0.0
2026-02-16,2026-02-16 16:05:37,impression,C015,A0243,54032,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 12:56:56,impression,C010,A0148,1588,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 11:12:40,impression,C006,A0179,79431,Android,KR,0.0,0.0
2026-02-16,2026-02-16 08:52:25,impression,C013,A0174,1113,Web,KR,0.0,0.0
2026-02-16,2026-02-16 21:50:39,click,C006,A0323,33843,Android,KR,1.2481332258368079,0.0
2026-02-16,2026-02-16 10:28:54,impression,C002,A0387,21152,Android,KR,0.0,0.0
2026-02-16,2026-02-16 15:51:17,impression,C014,A0393,195581,Android,US,0.0,0.0
2026-02-16,2026-02-16 05:14:15,impression,C018,A0139,139744,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 05:07:12,impression,C006,A0175,60549,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 07:00:52,impression,C019,A0253,101623,Android,KR,0.0,0.0
2026-02-16,2026-02-16 02:15:00,impression,C014,A0250,199542,Android,KR,0.0,0.0
2026-02-16,2026-02-16 06:23:04,click,C013,A0369,155307,iOS,JP,0.17988878762693614,0.0
2026-02-16,2026-02-16 21:55:35,impression,C008,A0397,167635,Web,KR,0.0,0.0
2026-02-16,2026-02-16 11:34:49,impression,C005,A0136,149900,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 06:59:20,impression,C013,A0022,86175,Android,KR,0.0,0.0
2026-02-16,2026-02-16 21:08:02,impression,C006,A0038,84433,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 14:44:56,impression,C019,A0027,140438,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 08:33:45,impression,C011,A0282,88635,Android,KR,0.0,0.0
2026-02-16,2026-02-16 12:20:13,impression,C016,A0279,109558,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 19:45:07,impression,C005,A0120,179508,Web,KR,0.0,0.0
2026-02-16,2026-02-16 18:48:34,impression,C012,A0253,184879,Android,US,0.0,0.0
2026-02-16,2026-02-16 16:37:22,conversion,C017,A0359,46578,Android,US,0.0,11.683656131973127
2026-02-16,2026-02-16 12:43:33,impression,C002,A0065,83817,Web,JP,0.0,0.0
2026-02-16,2026-02-16 03:59:23,impression,C010,A0074,154582,iOS,US,0.0,0.0
2026-02-16,2026-02-16 14:32:19,impression,C015,A0303,130045,Android,KR,0.0,0.0
2026-02-16,2026-02-16 04:35:10,impression,C019,A0317,81201,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 12:30:16,impression,C020,A0174,95544,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 19:20:49,impression,C017,A0388,138475,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 01:08:40,impression,C019,A0260,30534,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 06:29:32,impression,C019,A0285,1356,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 16:30:32,impression,C013,A0073,197803,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 21:23:42,impression,C013,A0079,34267,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 04:32:53,impression,C016,A0044,195153,Android,JP,0.0,0.0
2026-02-16,2026-02-16 00:00:18,impression,C003,A0233,58373,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 21:25:32,impression,C004,A0003,131588,iOS,US,0.0,0.0
2026-02-16,2026-02-16 05:43:04,impression,C007,A0079,184807,Android,KR,0.0,0.0
2026-02-16,2026-02-16 16:08:29,impression,C003,A0377,39567,Android,TW,0.0,0.0
2026-02-16,2026-02-16 16:45:02,impression,C009,A0181,189314,iOS,TW,0.0,0.0
2026-02-16,2026-02-16 16:09:55,impression,C008,A0139,65527,Android,US,0.0,0.0
2026-02-16,2026-02-16 20:43:37,conversion,C018,A0390,67208,Web,KR,0.0,6.429634628283183
2026-02-16,2026-02-16 20:01:45,impression,C014,A0303,32528,Android,KR,0.0,0.0
2026-02-16,2026-02-16 11:16:25,click,C020,A0007,145344,Android,KR,0.817717949315723,0.0
2026-02-16,2026-02-16 14:27:14,impression,C005,A0371,163071,Android,KR,0.0,0.0
2026-02-16,2026-02-16 13:28:46,impression,C003,A0366,150228,Web,JP,0.0,0.0
2026-02-16,2026-02-16 17:45:42,impression,C010,A0324,38168,Web,TW,0.0,0.0
2026-02-16,2026-02-16 15:10:58,impression,C011,A0213,152315,Web,KR,0.0,0.0
2026-02-16,2026-02-16 02:43:45,impression,C017,A0001,68579,Android,TW,0.0,0.0
2026-02-16,2026-02-16 02:13:47,impression,C008,A0184,15671,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 15:09:02,click,C009,A0251,694,Android,KR,0.5976832905069144,0.0
2026-02-16,2026-02-16 05:03:16,impression,C008,A0215,170193,Android,US,0.0,0.0
2026-02-16,2026-02-16 09:18:32,impression,C020,A0077,111941,iOS,US,0.0,0.0
2026-02-16,2026-02-16 10:31:16,impression,C002,A0043,178126,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 20:33:28,impression,C004,A0157,6862,Android,TW,0.0,0.0
2026-02-16,2026-02-16 01:41:17,impression,C016,A0018,138731,Android,KR,0.0,0.0
2026-02-16,2026-02-16 15:23:04,impression,C009,A0343,24380,Android,KR,0.0,0.0
2026-02-16,2026-02-16 04:25:53,click,C009,A0220,123039,iOS,KR,0.170812823059176,0.0
2026-02-16,2026-02-16 09:52:02,impression,C005,A0073,80333,Web,US,0.0,0.0
2026-02-16,2026-02-16 07:13:01,impression,C003,A0190,23552,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 08:18:27,impression,C014,A0363,106740,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 06:57:13,impression,C015,A0262,169676,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 10:23:46,impression,C006,A0144,54608,Android,KR,0.0,0.0
2026-02-16,2026-02-16 04:43:55,impression,C016,A0129,62657,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 07:17:23,impression,C010,A0278,72848,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 04:35:16,impression,C014,A0302,101254,Web,US,0.0,0.0
2026-02-16,2026-02-16 16:08:49,impression,C012,A0190,139555,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 09:26:58,conversion,C009,A0151,62963,iOS,TW,0.0,9.572439768683237
2026-02-16,2026-02-16 06:23:54,impression,C019,A0307,172163,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 18:39:12,impression,C012,A0384,87317,Web,KR,0.0,0.0
2026-02-16,2026-02-16 07:28:01,impression,C013,A0095,83335,Android,JP,0.0,0.0
2026-02-16,2026-02-16 04:15:51,impression,C013,A0038,191822,Android,JP,0.0,0.0
2026-02-16,2026-02-16 12:20:07,impression,C017,A0156,122782,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 04:45:54,impression,C002,A0300,143638,Web,JP,0.0,0.0
2026-02-16,2026-02-16 21:46:35,impression,C020,A0347,157838,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 08:21:41,impression,C009,A0042,169911,Android,KR,0.0,0.0
2026-02-16,2026-02-16 23:37:39,impression,C008,A0316,55363,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 18:12:22,impression,C007,A0126,93893,Web,KR,0.0,0.0
2026-02-16,2026-02-16 15:39:30,impression,C005,A0313,113723,Android,TW,0.0,0.0
2026-02-16,2026-02-16 10:57:15,impression,C019,A0077,169706,Android,KR,0.0,0.0
2026-02-16,2026-02-16 05:27:12,impression,C003,A0096,139657,Android,KR,0.0,0.0
2026-02-16,2026-02-16 09:51:11,impression,C013,A0263,92669,Web,SG,0.0,0.0
2026-02-16,2026-02-16 22:34:43,impression,C006,A0307,194736,Android,SG,0.0,0.0
2026-02-16,2026-02-16 03:20:50,conversion,C011,A0225,15684,Android,KR,0.0,17.02901064454466
2026-02-16,2026-02-16 07:35:49,impression,C004,A0111,43442,Web,KR,0.0,0.0
2026-02-16,2026-02-16 05:05:48,conversion,C003,A0238,10736,iOS,JP,0.0,19.80405691267966
2026-02-16,2026-02-16 09:06:25,impression,C004,A0205,185212,Android,JP,0.0,0.0
2026-02-16,2026-02-16 03:14:07,impression,C003,A0288,32455,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 14:34:38,impression,C013,A0263,175086,Android,SG,0.0,0.0
2026-02-16,2026-02-16 02:42:07,conversion,C015,A0076,101502,iOS,KR,0.0,21.983781385970694
2026-02-16,2026-02-16 13:51:31,impression,C012,A0143,163831,Android,KR,0.0,0.0
2026-02-16,2026-02-16 23:32:18,impression,C015,A0315,61696,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 04:43:38,impression,C011,A0369,127563,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 09:26:46,impression,C011,A0085,155121,Android,KR,0.0,0.0
2026-02-16,2026-02-16 01:28:06,impression,C013,A0396,43630,iOS,US,0.0,0.0
2026-02-16,2026-02-16 19:43:24,impression,C012,A0252,187849,Android,TW,0.0,0.0
2026-02-16,2026-02-16 04:45:37,impression,C006,A0333,148486,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 09:04:39,impression,C020,A0232,144936,Android,KR,0.0,0.0
2026-02-16,2026-02-16 19:35:25,impression,C019,A0295,66385,Android,KR,0.0,0.0
2026-02-16,2026-02-16 15:36:51,impression,C019,A0319,52150,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 14:57:38,impression,C003,A0130,163533,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 20:33:36,impression,C016,A0285,154257,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 01:03:24,impression,C009,A0317,44190,Android,SG,0.0,0.0
2026-02-16,2026-02-16 06:08:00,impression,C014,A0029,80800,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 08:03:35,impression,C003,A0228,189234,iOS,TW,0.0,0.0
2026-02-16,2026-02-16 08:08:17,impression,C003,A0294,99527,Android,TW,0.0,0.0
2026-02-16,2026-02-16 16:28:34,impression,C020,A0007,139004,Android,US,0.0,0.0
2026-02-16,2026-02-16 15:10:28,impression,C007,A0030,109519,Android,KR,0.0,0.0
2026-02-16,2026-02-16 06:13:08,impression,C019,A0215,150967,Web,KR,0.0,0.0
2026-02-16,2026-02-16 21:54:08,impression,C003,A0115,31161,Android,TW,0.0,0.0
2026-02-16,2026-02-16 20:40:27,impression,C001,A0215,19918,Android,JP,0.0,0.0
2026-02-16,2026-02-16 08:44:56,click,C012,A0164,183341,Android,KR,0.7598304167515153,0.0
2026-02-16,2026-02-16 22:37:04,impression,C006,A0170,110767,Android,SG,0.0,0.0
2026-02-16,2026-02-16 17:42:45,impression,C007,A0221,127360,Android,KR,0.0,0.0
2026-02-16,2026-02-16 17:34:17,impression,C002,A0260,192354,Android,SG,0.0,0.0
2026-02-16,2026-02-16 19:08:43,click,C018,A0212,130595,Android,KR,1.3543393065709561,0.0
2026-02-16,2026-02-16 16:35:09,impression,C015,A0261,14528,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 01:44:42,impression,C015,A0302,33877,Web,JP,0.0,0.0
2026-02-16,2026-02-16 22:02:39,impression,C010,A0331,35672,Android,JP,0.0,0.0
2026-02-16,2026-02-16 04:57:54,impression,C017,A0130,126565,Web,KR,0.0,0.0
2026-02-16,2026-02-16 20:55:48,impression,C018,A0105,81212,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 22:05:33,impression,C018,A0054,120861,Android,JP,0.0,0.0
2026-02-16,2026-02-16 14:08:02,impression,C015,A0108,126226,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 01:08:18,impression,C006,A0315,66608,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 07:40:47,impression,C009,A0289,61707,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 20:52:20,impression,C011,A0255,129411,Web,JP,0.0,0.0
2026-02-16,2026-02-16 11:35:50,click,C015,A0278,162474,Android,KR,0.0859456139197365,0.0
2026-02-16,2026-02-16 20:28:55,impression,C003,A0047,52370,iOS,TW,0.0,0.0
2026-02-16,2026-02-16 04:53:22,impression,C019,A0134,123920,iOS,US,0.0,0.0
2026-02-16,2026-02-16 01:27:37,impression,C001,A0024,27945,Android,KR,0.0,0.0
2026-02-16,2026-02-16 06:38:07,impression,C017,A0117,190913,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 02:05:55,click,C011,A0239,93611,iOS,KR,0.2063882963347832,0.0
2026-02-16,2026-02-16 17:20:38,impression,C018,A0382,188763,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 15:56:42,impression,C011,A0307,104735,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 22:37:12,impression,C007,A0374,81389,Android,TW,0.0,0.0
2026-02-16,2026-02-16 18:33:41,impression,C001,A0041,68892,Android,KR,0.0,0.0
2026-02-16,2026-02-16 02:58:24,impression,C012,A0250,154600,Android,KR,0.0,0.0
2026-02-16,2026-02-16 01:44:12,impression,C004,A0323,87579,iOS,TW,0.0,0.0
2026-02-16,2026-02-16 12:26:59,impression,C008,A0089,65033,Android,TW,0.0,0.0
2026-02-16,2026-02-16 19:02:39,click,C015,A0092,164217,Android,KR,0.6321436595680251,0.0
2026-02-16,2026-02-16 08:35:17,click,C011,A0377,27046,iOS,KR,0.4714406125791569,0.0
2026-02-16,2026-02-16 15:31:18,impression,C008,A0081,25508,Android,KR,0.0,0.0
2026-02-16,2026-02-16 19:25:40,click,C012,A0130,189180,iOS,JP,0.07770153791117392,0.0
2026-02-16,2026-02-16 13:26:25,impression,C003,A0091,10459,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 13:35:14,impression,C004,A0100,167993,Android,JP,0.0,0.0
2026-02-16,2026-02-16 21:12:45,impression,C012,A0078,21167,Android,KR,0.0,0.0
2026-02-16,2026-02-16 23:32:55,impression,C008,A0043,36978,Android,KR,0.0,0.0
2026-02-16,2026-02-16 08:17:07,impression,C010,A0123,71386,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 07:37:03,impression,C001,A0288,60662,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 01:46:57,impression,C013,A0396,47579,Android,KR,0.0,0.0
2026-02-16,2026-02-16 03:35:32,impression,C007,A0023,171076,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 06:28:45,impression,C020,A0144,18736,Web,KR,0.0,0.0
2026-02-16,2026-02-16 18:09:05,impression,C003,A0258,150502,Android,JP,0.0,0.0
2026-02-16,2026-02-16 02:11:45,impression,C016,A0007,44347,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 07:59:17,impression,C012,A0277,140364,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 22:46:56,impression,C005,A0186,43311,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 12:54:26,impression,C018,A0095,27535,iOS,US,0.0,0.0
2026-02-16,2026-02-16 17:23:09,impression,C008,A0382,22127,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 12:17:49,impression,C012,A0377,34416,iOS,TW,0.0,0.0
2026-02-16,2026-02-16 22:41:53,impression,C003,A0025,117470,Android,KR,0.0,0.0
2026-02-16,2026-02-16 21:05:50,impression,C016,A0291,162510,Web,TW,0.0,0.0
2026-02-16,2026-02-16 09:59:07,impression,C010,A0227,106361,iOS,US,0.0,0.0
2026-02-16,2026-02-16 12:17:19,impression,C017,A0173,189916,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 13:10:41,impression,C010,A0135,178169,Web,JP,0.0,0.0
2026-02-16,2026-02-16 10:38:08,click,C003,A0288,32770,iOS,KR,0.11227912292382658,0.0
2026-02-16,2026-02-16 04:54:06,click,C002,A0309,89935,iOS,TW,0.11923452748645436,0.0
2026-02-16,2026-02-16 20:58:22,impression,C014,A0069,16061,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 23:24:34,impression,C009,A0281,119848,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 23:31:26,impression,C017,A0351,57003,Android,SG,0.0,0.0
2026-02-16,2026-02-16 03:39:11,impression,C004,A0342,193584,iOS,US,0.0,0.0
2026-02-16,2026-02-16 14:19:25,click,C015,A0358,47816,iOS,KR,0.18350311840584646,0.0
2026-02-16,2026-02-16 01:39:46,impression,C013,A0333,14277,Android,JP,0.0,0.0
2026-02-16,2026-02-16 02:43:04,impression,C019,A0231,84025,Android,KR,0.0,0.0
2026-02-16,2026-02-16 15:09:45,impression,C009,A0386,15872,Android,SG,0.0,0.0
2026-02-16,2026-02-16 19:41:09,conversion,C004,A0342,74186,iOS,JP,0.0,6.31341713694135
2026-02-16,2026-02-16 11:25:31,impression,C008,A0317,135859,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 15:38:12,impression,C015,A0393,8733,Web,SG,0.0,0.0
2026-02-16,2026-02-16 08:04:05,impression,C014,A0307,11356,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 04:22:10,impression,C003,A0258,149277,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 03:31:35,impression,C017,A0173,117075,Android,KR,0.0,0.0
2026-02-16,2026-02-16 07:00:34,impression,C008,A0032,36211,Android,KR,0.0,0.0
2026-02-16,2026-02-16 04:28:04,click,C014,A0200,196203,iOS,KR,0.449306777259928,0.0
2026-02-16,2026-02-16 09:21:53,click,C013,A0080,60151,Android,JP,0.6541279642141654,0.0
2026-02-16,2026-02-16 06:09:57,click,C015,A0353,127232,iOS,KR,0.8889291237191622,0.0
2026-02-16,2026-02-16 18:19:20,impression,C011,A0075,61325,Android,TW,0.0,0.0
2026-02-16,2026-02-16 12:24:43,impression,C015,A0264,65013,Android,KR,0.0,0.0
2026-02-16,2026-02-16 18:55:36,impression,C012,A0085,106425,Android,KR,0.0,0.0
2026-02-16,2026-02-16 11:47:27,impression,C009,A0217,56418,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 07:32:15,impression,C015,A0121,13358,Android,KR,0.0,0.0
2026-02-16,2026-02-16 10:59:34,impression,C001,A0020,160788,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 01:41:56,impression,C012,A0149,49106,Android,JP,0.0,0.0
2026-02-16,2026-02-16 02:12:05,impression,C006,A0007,91195,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 15:35:20,impression,C001,A0377,194800,Web,KR,0.0,0.0
2026-02-16,2026-02-16 13:26:40,impression,C019,A0378,82296,Android,JP,0.0,0.0
2026-02-16,2026-02-16 08:37:35,impression,C013,A0393,103460,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 03:09:13,impression,C006,A0086,154458,Android,KR,0.0,0.0
2026-02-16,2026-02-16 06:39:26,impression,C017,A0386,156035,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 22:38:01,impression,C013,A0147,189228,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 07:33:06,impression,C009,A0316,49335,iOS,US,0.0,0.0
2026-02-16,2026-02-16 02:18:13,impression,C008,A0187,125244,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 00:27:19,impression,C015,A0325,193923,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 09:48:55,impression,C018,A0301,63573,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 05:11:52,impression,C002,A0318,58815,Android,KR,0.0,0.0
2026-02-16,2026-02-16 09:06:49,impression,C002,A0394,106066,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 13:44:23,impression,C011,A0379,190200,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 08:38:01,impression,C001,A0193,150756,Android,JP,0.0,0.0
2026-02-16,2026-02-16 23:35:39,impression,C018,A0282,39985,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 07:49:28,impression,C007,A0188,117548,Android,KR,0.0,0.0
2026-02-16,2026-02-16 06:51:43,impression,C017,A0018,5044,Web,KR,0.0,0.0
2026-02-16,2026-02-16 23:18:04,click,C016,A0315,113480,Android,SG,1.0317465863809698,0.0
2026-02-16,2026-02-16 05:37:56,impression,C007,A0149,47961,Android,JP,0.0,0.0
2026-02-16,2026-02-16 00:59:39,impression,C007,A0046,199601,Android,SG,0.0,0.0
2026-02-16,2026-02-16 23:09:45,impression,C002,A0012,69934,Android,JP,0.0,0.0
2026-02-16,2026-02-16 03:19:20,impression,C005,A0230,29622,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 13:59:53,impression,C014,A0113,144084,Android,US,0.0,0.0
2026-02-16,2026-02-16 00:05:15,impression,C008,A0160,92811,Android,KR,0.0,0.0
2026-02-16,2026-02-16 01:29:44,impression,C012,A0227,55912,Web,JP,0.0,0.0
2026-02-16,2026-02-16 21:42:31,impression,C007,A0183,66625,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 04:00:09,impression,C006,A0055,34261,Android,KR,0.0,0.0
2026-02-16,2026-02-16 08:59:35,impression,C013,A0266,174452,Android,KR,0.0,0.0
2026-02-16,2026-02-16 00:45:31,impression,C012,A0035,113180,Android,KR,0.0,0.0
2026-02-16,2026-02-16 23:59:30,impression,C017,A0080,83274,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 04:27:03,impression,C016,A0006,18441,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 20:09:56,click,C001,A0127,80034,iOS,KR,0.7123853091286566,0.0
2026-02-16,2026-02-16 19:10:50,impression,C007,A0068,198036,Android,KR,0.0,0.0
2026-02-16,2026-02-16 04:29:57,impression,C003,A0190,66179,Android,KR,0.0,0.0
2026-02-16,2026-02-16 21:28:35,impression,C006,A0244,146049,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 04:44:45,impression,C003,A0009,152380,Android,KR,0.0,0.0
2026-02-16,2026-02-16 16:47:44,click,C003,A0157,37729,Android,KR,1.5306496874140443,0.0
2026-02-16,2026-02-16 10:51:52,impression,C008,A0071,187698,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 05:03:06,click,C014,A0134,156296,iOS,JP,0.13930908538002298,0.0
